id,Video,Gesture,StartFrame,EndFrame
1117,Needle_Passing_D001_capture1,G2,3751,3863
1118,Needle_Passing_D001_capture1,G3,3864,3902
1119,Needle_Passing_D001_capture1,G5,3903,4026
1120,Needle_Passing_D001_capture1,G6,4027,4651
1121,Needle_Passing_D001_capture2,G1,46,113
1122,Needle_Passing_D001_capture2,G5,114,427
1123,Needle_Passing_D001_capture2,G1,428,606
1124,Needle_Passing_D001_capture2,G2,607,936
1125,Needle_Passing_D001_capture2,G3,937,978
1126,Needle_Passing_D001_capture2,G6,979,1122
1127,Needle_Passing_D001_capture2,G4,1123,1188
1128,Needle_Passing_D001_capture2,G2,1189,1596
1129,Needle_Passing_D001_capture2,G3,1597,1669
1130,Needle_Passing_D001_capture2,G6,1670,1710
1131,Needle_Passing_D001_capture2,G4,1711,1763
1132,Needle_Passing_D001_capture2,G2,1764,2068
1133,Needle_Passing_D001_capture2,G3,2069,2153
1134,Needle_Passing_D001_capture2,G6,2154,2234
1135,Needle_Passing_D001_capture2,G4,2235,2303
1136,Needle_Passing_D001_capture2,G5,2304,2408
1137,Needle_Passing_D001_capture2,G8,2409,2487
1138,Needle_Passing_D001_capture2,G2,2488,3049
1139,Needle_Passing_D001_capture2,G5,3050,3228
1140,Needle_Passing_D001_capture2,G8,3229,3308
1141,Needle_Passing_D001_capture2,G2,3309,3474
1142,Needle_Passing_D001_capture2,G3,3475,3614
1143,Needle_Passing_D001_capture2,G6,3615,3659
1144,Needle_Passing_D001_capture2,G4,3660,3750
1145,Needle_Passing_D001_capture2,G2,3751,3863
1146,Needle_Passing_D001_capture2,G3,3864,3902
1147,Needle_Passing_D001_capture2,G5,3903,4026
1148,Needle_Passing_D001_capture2,G6,4027,4651
1149,Needle_Passing_D002_capture1,G1,42,170
1150,Needle_Passing_D002_capture1,G5,171,320
1151,Needle_Passing_D002_capture1,G8,321,423
1152,Needle_Passing_D002_capture1,G2,424,660
1153,Needle_Passing_D002_capture1,G3,661,746
1154,Needle_Passing_D002_capture1,G6,747,805
1155,Needle_Passing_D002_capture1,G4,806,890
1156,Needle_Passing_D002_capture1,G2,891,1090
1157,Needle_Passing_D002_capture1,G3,1091,1134
1158,Needle_Passing_D002_capture1,G6,1135,1219
1159,Needle_Passing_D002_capture1,G4,1220,1318
1160,Needle_Passing_D002_capture1,G2,1319,1810
1161,Needle_Passing_D002_capture1,G3,1811,1881
1162,Needle_Passing_D002_capture1,G6,1882,1991
1163,Needle_Passing_D002_capture1,G4,1992,2068
1164,Needle_Passing_D002_capture1,G2,2069,2400
1165,Needle_Passing_D002_capture1,G5,2401,2549
1166,Needle_Passing_D002_capture1,G8,2550,2609
1167,Needle_Passing_D002_capture1,G2,2610,2850
1168,Needle_Passing_D002_capture1,G3,2851,2957
1169,Needle_Passing_D002_capture1,G6,2958,3036
1170,Needle_Passing_D002_capture1,G11,3037,3187
1171,Needle_Passing_D002_capture2,G1,42,170
1172,Needle_Passing_D002_capture2,G5,171,320
1173,Needle_Passing_D002_capture2,G8,321,423
1174,Needle_Passing_D002_capture2,G2,424,660
1175,Needle_Passing_D002_capture2,G3,661,746
1176,Needle_Passing_D002_capture2,G6,747,805
1177,Needle_Passing_D002_capture2,G4,806,890
1178,Needle_Passing_D002_capture2,G2,891,1090
1179,Needle_Passing_D002_capture2,G3,1091,1134
1180,Needle_Passing_D002_capture2,G6,1135,1219
1181,Needle_Passing_D002_capture2,G4,1220,1318
1182,Needle_Passing_D002_capture2,G2,1319,1810
1183,Needle_Passing_D002_capture2,G3,1811,1881
1184,Needle_Passing_D002_capture2,G6,1882,1991
1185,Needle_Passing_D002_capture2,G4,1992,2068
1186,Needle_Passing_D002_capture2,G2,2069,2400
1187,Needle_Passing_D002_capture2,G5,2401,2549
1188,Needle_Passing_D002_capture2,G8,2550,2609
1189,Needle_Passing_D002_capture2,G2,2610,2850
1190,Needle_Passing_D002_capture2,G3,2851,2957
1191,Needle_Passing_D002_capture2,G6,2958,3036
1192,Needle_Passing_D002_capture2,G11,3037,3187
1193,Needle_Passing_D003_capture1,G1,50,116
1194,Needle_Passing_D003_capture1,G5,117,247
1195,Needle_Passing_D003_capture1,G8,248,367
1196,Needle_Passing_D003_capture1,G2,368,798
1197,Needle_Passing_D003_capture1,G6,799,825
1198,Needle_Passing_D003_capture1,G10,826,1000
1199,Needle_Passing_D003_capture1,G1,1001,1047
1200,Needle_Passing_D003_capture1,G5,1048,1198
1201,Needle_Passing_D003_capture1,G8,1199,1529
1202,Needle_Passing_D003_capture1,G2,1530,1839
1203,Needle_Passing_D003_capture1,G3,1840,1994
1204,Needle_Passing_D003_capture1,G6,1995,2125
1205,Needle_Passing_D003_capture1,G4,2126,2199
1206,Needle_Passing_D003_capture1,G2,2200,2335
1207,Needle_Passing_D003_capture1,G3,2336,2382
1208,Needle_Passing_D003_capture1,G6,2383,2471
1209,Needle_Passing_D003_capture1,G4,2472,2552
1210,Needle_Passing_D003_capture1,G2,2553,2709
1211,Needle_Passing_D003_capture1,G3,2710,2786
1212,Needle_Passing_D003_capture1,G6,2787,2871
1213,Needle_Passing_D003_capture1,G4,2872,2983
1214,Needle_Passing_D003_capture2,G1,50,116
1215,Needle_Passing_D003_capture2,G5,117,247
1216,Needle_Passing_D003_capture2,G8,248,367
1217,Needle_Passing_D003_capture2,G2,368,798
1218,Needle_Passing_D003_capture2,G6,799,825
1219,Needle_Passing_D003_capture2,G10,826,1000
1220,Needle_Passing_D003_capture2,G1,1001,1047
1221,Needle_Passing_D003_capture2,G5,1048,1198
1222,Needle_Passing_D003_capture2,G8,1199,1529
1223,Needle_Passing_D003_capture2,G2,1530,1839
1224,Needle_Passing_D003_capture2,G3,1840,1994
1225,Needle_Passing_D003_capture2,G6,1995,2125
1226,Needle_Passing_D003_capture2,G4,2126,2199
1227,Needle_Passing_D003_capture2,G2,2200,2335
1228,Needle_Passing_D003_capture2,G3,2336,2382
1229,Needle_Passing_D003_capture2,G6,2383,2471
1230,Needle_Passing_D003_capture2,G4,2472,2552
1231,Needle_Passing_D003_capture2,G2,2553,2709
1232,Needle_Passing_D003_capture2,G3,2710,2786
1233,Needle_Passing_D003_capture2,G6,2787,2871
1234,Needle_Passing_D003_capture2,G4,2872,2983
1235,Needle_Passing_D004_capture1,G1,32,165
1236,Needle_Passing_D004_capture1,G5,166,290
1237,Needle_Passing_D004_capture1,G8,291,377
1238,Needle_Passing_D004_capture1,G2,378,639
1239,Needle_Passing_D004_capture1,G3,640,704
1240,Needle_Passing_D004_capture1,G6,705,805
1241,Needle_Passing_D004_capture1,G4,806,872
1242,Needle_Passing_D004_capture1,G2,873,1080
1243,Needle_Passing_D004_capture1,G3,1081,1147
1244,Needle_Passing_D004_capture1,G6,1148,1198
1245,Needle_Passing_D004_capture1,G4,1199,1310
1246,Needle_Passing_D004_capture1,G2,1311,1606
1247,Needle_Passing_D004_capture1,G3,1607,1676
1248,Needle_Passing_D004_capture1,G6,1677,1821
1249,Needle_Passing_D004_capture1,G4,1822,1917
1250,Needle_Passing_D004_capture1,G2,1918,2125
1251,Needle_Passing_D004_capture1,G3,2126,2219
1252,Needle_Passing_D004_capture1,G6,2220,2308
1253,Needle_Passing_D004_capture1,G11,2309,2685
1254,Needle_Passing_D004_capture2,G1,32,165
1255,Needle_Passing_D004_capture2,G5,166,290
1256,Needle_Passing_D004_capture2,G8,291,377
1257,Needle_Passing_D004_capture2,G2,378,639
1258,Needle_Passing_D004_capture2,G3,640,704
1259,Needle_Passing_D004_capture2,G6,705,805
1260,Needle_Passing_D004_capture2,G4,806,872
1261,Needle_Passing_D004_capture2,G2,873,1080
1262,Needle_Passing_D004_capture2,G3,1081,1147
1263,Needle_Passing_D004_capture2,G6,1148,1198
1264,Needle_Passing_D004_capture2,G4,1199,1310
1265,Needle_Passing_D004_capture2,G2,1311,1606
1266,Needle_Passing_D004_capture2,G3,1607,1676
1267,Needle_Passing_D004_capture2,G6,1677,1821
1268,Needle_Passing_D004_capture2,G4,1822,1917
1269,Needle_Passing_D004_capture2,G2,1918,2125
1270,Needle_Passing_D004_capture2,G3,2126,2219
1271,Needle_Passing_D004_capture2,G6,2220,2308
1272,Needle_Passing_D004_capture2,G11,2309,2685
1273,Needle_Passing_D005_capture1,G1,1,84
1274,Needle_Passing_D005_capture1,G5,85,159
1275,Needle_Passing_D005_capture1,G1,160,208
1276,Needle_Passing_D005_capture1,G5,209,383
1277,Needle_Passing_D005_capture1,G8,384,561
1278,Needle_Passing_D005_capture1,G2,562,666
1279,Needle_Passing_D005_capture1,G3,667,723
1280,Needle_Passing_D005_capture1,G6,724,799
1281,Needle_Passing_D005_capture1,G4,800,875
1282,Needle_Passing_D005_capture1,G2,876,1101
1283,Needle_Passing_D005_capture1,G3,1102,1156
1284,Needle_Passing_D005_capture1,G6,1157,1185
1285,Needle_Passing_D005_capture1,G4,1186,1268
1286,Needle_Passing_D005_capture1,G2,1269,1464
1287,Needle_Passing_D005_capture1,G3,1465,1523
1288,Needle_Passing_D005_capture1,G6,1524,1568
1289,Needle_Passing_D005_capture1,G4,1569,1625
1290,Needle_Passing_D005_capture1,G2,1626,1733
1291,Needle_Passing_D005_capture1,G3,1734,1779
1292,Needle_Passing_D005_capture1,G6,1780,1854
1293,Needle_Passing_D005_capture1,G11,1855,1962
1294,Needle_Passing_D005_capture2,G1,1,84
1295,Needle_Passing_D005_capture2,G5,85,159
1296,Needle_Passing_D005_capture2,G1,160,208
1297,Needle_Passing_D005_capture2,G5,209,383
1298,Needle_Passing_D005_capture2,G8,384,561
1299,Needle_Passing_D005_capture2,G2,562,666
1300,Needle_Passing_D005_capture2,G3,667,723
1301,Needle_Passing_D005_capture2,G6,724,799
1302,Needle_Passing_D005_capture2,G4,800,875
1303,Needle_Passing_D005_capture2,G2,876,1101
1304,Needle_Passing_D005_capture2,G3,1102,1156
1305,Needle_Passing_D005_capture2,G6,1157,1185
1306,Needle_Passing_D005_capture2,G4,1186,1268
1307,Needle_Passing_D005_capture2,G2,1269,1464
1308,Needle_Passing_D005_capture2,G3,1465,1523
1309,Needle_Passing_D005_capture2,G6,1524,1568
1310,Needle_Passing_D005_capture2,G4,1569,1625
1311,Needle_Passing_D005_capture2,G2,1626,1733
1312,Needle_Passing_D005_capture2,G3,1734,1779
1313,Needle_Passing_D005_capture2,G6,1780,1854
1314,Needle_Passing_D005_capture2,G11,1855,1962
1315,Needle_Passing_E001_capture1,G1,15,169
1316,Needle_Passing_E001_capture1,G5,170,334
1317,Needle_Passing_E001_capture1,G8,335,419
1318,Needle_Passing_E001_capture1,G2,420,552
1319,Needle_Passing_E001_capture1,G8,553,709
1320,Needle_Passing_E001_capture1,G2,710,898
1321,Needle_Passing_E001_capture1,G3,899,943
1322,Needle_Passing_E001_capture1,G6,944,1159
1323,Needle_Passing_E001_capture1,G4,1160,1263
1324,Needle_Passing_E001_capture1,G2,1264,1539
1325,Needle_Passing_E001_capture1,G3,1540,1640
1326,Needle_Passing_E001_capture1,G6,1641,1760
1327,Needle_Passing_E001_capture1,G4,1761,1889
1328,Needle_Passing_E001_capture1,G2,1890,2247
1329,Needle_Passing_E001_capture1,G3,2248,2354
1330,Needle_Passing_E001_capture1,G6,2355,2477
1331,Needle_Passing_E001_capture1,G4,2478,2567
1332,Needle_Passing_E001_capture1,G2,2568,2776
1333,Needle_Passing_E001_capture1,G3,2777,2850
1334,Needle_Passing_E001_capture1,G6,2851,2946
1335,Needle_Passing_E001_capture1,G11,2947,3230
1336,Needle_Passing_E001_capture2,G1,15,169
1337,Needle_Passing_E001_capture2,G5,170,334
1338,Needle_Passing_E001_capture2,G8,335,419
1339,Needle_Passing_E001_capture2,G2,420,552
1340,Needle_Passing_E001_capture2,G8,553,709
1341,Needle_Passing_E001_capture2,G2,710,898
1342,Needle_Passing_E001_capture2,G3,899,943
1343,Needle_Passing_E001_capture2,G6,944,1159
1344,Needle_Passing_E001_capture2,G4,1160,1263
1345,Needle_Passing_E001_capture2,G2,1264,1539
1346,Needle_Passing_E001_capture2,G3,1540,1640
1347,Needle_Passing_E001_capture2,G6,1641,1760
1348,Needle_Passing_E001_capture2,G4,1761,1889
1349,Needle_Passing_E001_capture2,G2,1890,2247
1350,Needle_Passing_E001_capture2,G3,2248,2354
1351,Needle_Passing_E001_capture2,G6,2355,2477
1352,Needle_Passing_E001_capture2,G4,2478,2567
1353,Needle_Passing_E001_capture2,G2,2568,2776
1354,Needle_Passing_E001_capture2,G3,2777,2850
1355,Needle_Passing_E001_capture2,G6,2851,2946
1356,Needle_Passing_E001_capture2,G11,2947,3230
1357,Needle_Passing_E003_capture1,G1,103,147
1358,Needle_Passing_E003_capture1,G5,148,508
1359,Needle_Passing_E003_capture1,G2,509,766
1360,Needle_Passing_E003_capture1,G3,767,833
1361,Needle_Passing_E003_capture1,G6,834,958
1362,Needle_Passing_E003_capture1,G4,959,1028
1363,Needle_Passing_E003_capture1,G2,1029,1239
1364,Needle_Passing_E003_capture1,G3,1240,1333
1365,Needle_Passing_E003_capture1,G6,1334,1457
1366,Needle_Passing_E003_capture1,G4,1458,1608
1367,Needle_Passing_E003_capture1,G2,1609,2028
1368,Needle_Passing_E003_capture1,G3,2029,2282
1369,Needle_Passing_E003_capture1,G6,2283,2381
1370,Needle_Passing_E003_capture1,G4,2382,2606
1371,Needle_Passing_E003_capture1,G2,2607,2948
1372,Needle_Passing_E003_capture1,G3,2949,3063
1373,Needle_Passing_E003_capture1,G6,3064,3136
1374,Needle_Passing_E003_capture1,G11,3137,3414
1375,Needle_Passing_E003_capture2,G1,103,147
1376,Needle_Passing_E003_capture2,G5,148,508
1377,Needle_Passing_E003_capture2,G2,509,766
1378,Needle_Passing_E003_capture2,G3,767,833
1379,Needle_Passing_E003_capture2,G6,834,958
1380,Needle_Passing_E003_capture2,G4,959,1028
1381,Needle_Passing_E003_capture2,G2,1029,1239
1382,Needle_Passing_E003_capture2,G3,1240,1333
1383,Needle_Passing_E003_capture2,G6,1334,1457
1384,Needle_Passing_E003_capture2,G4,1458,1608
1385,Needle_Passing_E003_capture2,G2,1609,2028
1386,Needle_Passing_E003_capture2,G3,2029,2282
1387,Needle_Passing_E003_capture2,G6,2283,2381
1388,Needle_Passing_E003_capture2,G4,2382,2606
1389,Needle_Passing_E003_capture2,G2,2607,2948
1390,Needle_Passing_E003_capture2,G3,2949,3063
1391,Needle_Passing_E003_capture2,G6,3064,3136
1392,Needle_Passing_E003_capture2,G11,3137,3414
1393,Needle_Passing_E004_capture1,G1,73,213
1394,Needle_Passing_E004_capture1,G5,214,395
1395,Needle_Passing_E004_capture1,G8,396,784
1396,Needle_Passing_E004_capture1,G2,785,997
1397,Needle_Passing_E004_capture1,G3,998,1105
1398,Needle_Passing_E004_capture1,G6,1106,1229
1399,Needle_Passing_E004_capture1,G4,1230,1319
1400,Needle_Passing_E004_capture1,G2,1320,1469
1401,Needle_Passing_E004_capture1,G3,1470,1550
1402,Needle_Passing_E004_capture1,G6,1551,1733
1403,Needle_Passing_E004_capture1,G4,1734,1827
1404,Needle_Passing_E004_capture1,G2,1828,2004
1405,Needle_Passing_E004_capture1,G3,2005,2086
1406,Needle_Passing_E004_capture1,G6,2087,2251
1407,Needle_Passing_E004_capture1,G4,2252,2365
1408,Needle_Passing_E004_capture1,G2,2366,2919
1409,Needle_Passing_E004_capture1,G3,2920,3031
1410,Needle_Passing_E004_capture1,G6,3032,3140
1411,Needle_Passing_E004_capture1,G11,3141,3318
1412,Needle_Passing_E004_capture2,G1,73,213
1413,Needle_Passing_E004_capture2,G5,214,395
1414,Needle_Passing_E004_capture2,G8,396,784
1415,Needle_Passing_E004_capture2,G2,785,997
1416,Needle_Passing_E004_capture2,G3,998,1105
1417,Needle_Passing_E004_capture2,G6,1106,1229
1418,Needle_Passing_E004_capture2,G4,1230,1319
1419,Needle_Passing_E004_capture2,G2,1320,1469
1420,Needle_Passing_E004_capture2,G3,1470,1550
1421,Needle_Passing_E004_capture2,G6,1551,1733
1422,Needle_Passing_E004_capture2,G4,1734,1827
1423,Needle_Passing_E004_capture2,G2,1828,2004
1424,Needle_Passing_E004_capture2,G3,2005,2086
1425,Needle_Passing_E004_capture2,G6,2087,2251
1426,Needle_Passing_E004_capture2,G4,2252,2365
1427,Needle_Passing_E004_capture2,G2,2366,2919
1428,Needle_Passing_E004_capture2,G3,2920,3031
1429,Needle_Passing_E004_capture2,G6,3032,3140
1430,Needle_Passing_E004_capture2,G11,3141,3318
1431,Needle_Passing_E005_capture1,G1,94,166
1432,Needle_Passing_E005_capture1,G5,167,368
1433,Needle_Passing_E005_capture1,G8,369,552
1434,Needle_Passing_E005_capture1,G2,553,763
1435,Needle_Passing_E005_capture1,G3,764,844
1436,Needle_Passing_E005_capture1,G6,845,985
1437,Needle_Passing_E005_capture1,G4,986,1124
1438,Needle_Passing_E005_capture1,G2,1125,1397
1439,Needle_Passing_E005_capture1,G3,1398,1469
1440,Needle_Passing_E005_capture1,G6,1470,1616
1441,Needle_Passing_E005_capture1,G4,1617,1738
1442,Needle_Passing_E005_capture1,G2,1739,1911
1443,Needle_Passing_E005_capture1,G3,1912,2426
1444,Needle_Passing_E005_capture1,G6,2427,2503
1445,Needle_Passing_E005_capture1,G4,2504,2643
1446,Needle_Passing_E005_capture1,G2,2644,2978
1447,Needle_Passing_E005_capture1,G3,2979,3051
1448,Needle_Passing_E005_capture1,G6,3052,3129
1449,Needle_Passing_E005_capture1,G11,3130,3326
1450,Needle_Passing_E005_capture2,G1,94,166
1451,Needle_Passing_E005_capture2,G5,167,368
1452,Needle_Passing_E005_capture2,G8,369,552
1453,Needle_Passing_E005_capture2,G2,553,763
1454,Needle_Passing_E005_capture2,G3,764,844
1455,Needle_Passing_E005_capture2,G6,845,985
1456,Needle_Passing_E005_capture2,G4,986,1124
1457,Needle_Passing_E005_capture2,G2,1125,1397
1458,Needle_Passing_E005_capture2,G3,1398,1469
1459,Needle_Passing_E005_capture2,G6,1470,1616
1460,Needle_Passing_E005_capture2,G4,1617,1738
1461,Needle_Passing_E005_capture2,G2,1739,1911
1462,Needle_Passing_E005_capture2,G3,1912,2426
1463,Needle_Passing_E005_capture2,G6,2427,2503
1464,Needle_Passing_E005_capture2,G4,2504,2643
1465,Needle_Passing_E005_capture2,G2,2644,2978
1466,Needle_Passing_E005_capture2,G3,2979,3051
1467,Needle_Passing_E005_capture2,G6,3052,3129
1468,Needle_Passing_E005_capture2,G11,3130,3326
1469,Needle_Passing_F001_capture1,G5,1,67
1470,Needle_Passing_F001_capture1,G8,68,147
1471,Needle_Passing_F001_capture1,G2,148,374
1472,Needle_Passing_F001_capture1,G3,375,479
1473,Needle_Passing_F001_capture1,G4,480,578
1474,Needle_Passing_F001_capture1,G2,579,776
1475,Needle_Passing_F001_capture1,G3,777,884
1476,Needle_Passing_F001_capture1,G6,885,962
1477,Needle_Passing_F001_capture1,G4,963,1031
1478,Needle_Passing_F001_capture1,G2,1032,1198
1479,Needle_Passing_F001_capture1,G3,1199,1331
1480,Needle_Passing_F001_capture1,G6,1332,1384
1481,Needle_Passing_F001_capture1,G4,1385,1461
1482,Needle_Passing_F001_capture1,G2,1462,1569
1483,Needle_Passing_F001_capture1,G3,1570,1657
1484,Needle_Passing_F001_capture1,G6,1658,1722
1485,Needle_Passing_F001_capture1,G11,1723,1871
1486,Needle_Passing_F001_capture2,G5,1,67
1487,Needle_Passing_F001_capture2,G8,68,147
1488,Needle_Passing_F001_capture2,G2,148,374
1489,Needle_Passing_F001_capture2,G3,375,479
1490,Needle_Passing_F001_capture2,G4,480,578
1491,Needle_Passing_F001_capture2,G2,579,776
1492,Needle_Passing_F001_capture2,G3,777,884
1493,Needle_Passing_F001_capture2,G6,885,962
1494,Needle_Passing_F001_capture2,G4,963,1031
1495,Needle_Passing_F001_capture2,G2,1032,1198
1496,Needle_Passing_F001_capture2,G3,1199,1331
1497,Needle_Passing_F001_capture2,G6,1332,1384
1498,Needle_Passing_F001_capture2,G4,1385,1461
1499,Needle_Passing_F001_capture2,G2,1462,1569
1500,Needle_Passing_F001_capture2,G3,1570,1657
1501,Needle_Passing_F001_capture2,G6,1658,1722
1502,Needle_Passing_F001_capture2,G11,1723,1871
1503,Needle_Passing_F003_capture1,G1,1,18
1504,Needle_Passing_F003_capture1,G5,19,204
1505,Needle_Passing_F003_capture1,G8,205,297
1506,Needle_Passing_F003_capture1,G2,298,801
1507,Needle_Passing_F003_capture1,G3,802,921
1508,Needle_Passing_F003_capture1,G6,922,986
1509,Needle_Passing_F003_capture1,G4,987,1066
1510,Needle_Passing_F003_capture1,G2,1067,1201
1511,Needle_Passing_F003_capture1,G3,1202,1271
1512,Needle_Passing_F003_capture1,G6,1272,1348
1513,Needle_Passing_F003_capture1,G4,1349,1432
1514,Needle_Passing_F003_capture1,G2,1433,1666
1515,Needle_Passing_F003_capture1,G3,1667,1730
1516,Needle_Passing_F003_capture1,G6,1731,1768
1517,Needle_Passing_F003_capture1,G4,1769,1831
1518,Needle_Passing_F003_capture1,G2,1832,2099
1519,Needle_Passing_F003_capture1,G3,2100,2169
1520,Needle_Passing_F003_capture1,G6,2170,2214
1521,Needle_Passing_F003_capture1,G11,2215,2267
1522,Needle_Passing_F003_capture2,G1,1,18
1523,Needle_Passing_F003_capture2,G5,19,204
1524,Needle_Passing_F003_capture2,G8,205,297
1525,Needle_Passing_F003_capture2,G2,298,801
1526,Needle_Passing_F003_capture2,G3,802,921
1527,Needle_Passing_F003_capture2,G6,922,986
1528,Needle_Passing_F003_capture2,G4,987,1066
1529,Needle_Passing_F003_capture2,G2,1067,1201
1530,Needle_Passing_F003_capture2,G3,1202,1271
1531,Needle_Passing_F003_capture2,G6,1272,1348
1532,Needle_Passing_F003_capture2,G4,1349,1432
1533,Needle_Passing_F003_capture2,G2,1433,1666
1534,Needle_Passing_F003_capture2,G3,1667,1730
1535,Needle_Passing_F003_capture2,G6,1731,1768
1536,Needle_Passing_F003_capture2,G4,1769,1831
1537,Needle_Passing_F003_capture2,G2,1832,2099
1538,Needle_Passing_F003_capture2,G3,2100,2169
1539,Needle_Passing_F003_capture2,G6,2170,2214
1540,Needle_Passing_F003_capture2,G11,2215,2267
1541,Needle_Passing_F004_capture1,G1,1,99
1542,Needle_Passing_F004_capture1,G5,100,299
1543,Needle_Passing_F004_capture1,G2,300,455
1544,Needle_Passing_F004_capture1,G3,456,525
1545,Needle_Passing_F004_capture1,G6,526,581
1546,Needle_Passing_F004_capture1,G4,582,786
1547,Needle_Passing_F004_capture1,G2,787,951
1548,Needle_Passing_F004_capture1,G3,952,1039
1549,Needle_Passing_F004_capture1,G6,1040,1133
1550,Needle_Passing_F004_capture1,G4,1134,1193
1551,Needle_Passing_F004_capture1,G2,1194,1318
1552,Needle_Passing_F004_capture1,G3,1319,1394
1553,Needle_Passing_F004_capture1,G6,1395,1444
1554,Needle_Passing_F004_capture1,G4,1445,1504
1555,Needle_Passing_F004_capture1,G2,1505,1594
1556,Needle_Passing_F004_capture1,G3,1595,1657
1557,Needle_Passing_F004_capture1,G6,1658,1693
1558,Needle_Passing_F004_capture1,G11,1694,1787
1559,Needle_Passing_F004_capture2,G1,1,99
1560,Needle_Passing_F004_capture2,G5,100,299
1561,Needle_Passing_F004_capture2,G2,300,455
1562,Needle_Passing_F004_capture2,G3,456,525
1563,Needle_Passing_F004_capture2,G6,526,581
1564,Needle_Passing_F004_capture2,G4,582,786
1565,Needle_Passing_F004_capture2,G2,787,951
1566,Needle_Passing_F004_capture2,G3,952,1039
1567,Needle_Passing_F004_capture2,G6,1040,1133
1568,Needle_Passing_F004_capture2,G4,1134,1193
1569,Needle_Passing_F004_capture2,G2,1194,1318
1570,Needle_Passing_F004_capture2,G3,1319,1394
1571,Needle_Passing_F004_capture2,G6,1395,1444
1572,Needle_Passing_F004_capture2,G4,1445,1504
1573,Needle_Passing_F004_capture2,G2,1505,1594
1574,Needle_Passing_F004_capture2,G3,1595,1657
1575,Needle_Passing_F004_capture2,G6,1658,1693
1576,Needle_Passing_F004_capture2,G11,1694,1787
1577,Needle_Passing_H002_capture1,G1,11,142
1578,Needle_Passing_H002_capture1,G5,143,249
1579,Needle_Passing_H002_capture1,G8,250,635
1580,Needle_Passing_H002_capture1,G2,636,849
1581,Needle_Passing_H002_capture1,G3,850,950
1582,Needle_Passing_H002_capture1,G3,951,1307
1583,Needle_Passing_H002_capture1,G6,1308,1451
1584,Needle_Passing_H002_capture1,G4,1452,1548
1585,Needle_Passing_H002_capture1,G2,1549,1958
1586,Needle_Passing_H002_capture1,G3,1959,2058
1587,Needle_Passing_H002_capture1,G6,2059,2414
1588,Needle_Passing_H002_capture1,G2,2415,2694
1589,Needle_Passing_H002_capture1,G3,2695,2771
1590,Needle_Passing_H002_capture1,G6,2772,2896
1591,Needle_Passing_H002_capture1,G4,2897,2945
1592,Needle_Passing_H002_capture1,G2,2946,3253
1593,Needle_Passing_H002_capture1,G3,3254,3367
1594,Needle_Passing_H002_capture1,G6,3368,3546
1595,Needle_Passing_H002_capture1,G11,3547,3687
1596,Needle_Passing_H002_capture2,G1,11,142
1597,Needle_Passing_H002_capture2,G5,143,249
1598,Needle_Passing_H002_capture2,G8,250,635
1599,Needle_Passing_H002_capture2,G2,636,849
1600,Needle_Passing_H002_capture2,G3,850,950
1601,Needle_Passing_H002_capture2,G3,951,1307
1602,Needle_Passing_H002_capture2,G6,1308,1451
1603,Needle_Passing_H002_capture2,G4,1452,1548
1604,Needle_Passing_H002_capture2,G2,1549,1958
1605,Needle_Passing_H002_capture2,G3,1959,2058
1606,Needle_Passing_H002_capture2,G6,2059,2414
1607,Needle_Passing_H002_capture2,G2,2415,2694
1608,Needle_Passing_H002_capture2,G3,2695,2771
1609,Needle_Passing_H002_capture2,G6,2772,2896
1610,Needle_Passing_H002_capture2,G4,2897,2945
1611,Needle_Passing_H002_capture2,G2,2946,3253
1612,Needle_Passing_H002_capture2,G3,3254,3367
1613,Needle_Passing_H002_capture2,G6,3368,3546
1614,Needle_Passing_H002_capture2,G11,3547,3687
1615,Needle_Passing_H004_capture1,G1,1,60
1616,Needle_Passing_H004_capture1,G5,61,140
1617,Needle_Passing_H004_capture1,G2,141,329
1618,Needle_Passing_H004_capture1,G3,330,407
1619,Needle_Passing_H004_capture1,G6,408,531
1620,Needle_Passing_H004_capture1,G5,532,682
1621,Needle_Passing_H004_capture1,G6,683,724
1622,Needle_Passing_H004_capture1,G4,725,820
1623,Needle_Passing_H004_capture1,G2,821,3480
1624,Needle_Passing_H004_capture2,G1,1,60
1625,Needle_Passing_H004_capture2,G5,61,140
1626,Needle_Passing_H004_capture2,G2,141,329
1627,Needle_Passing_H004_capture2,G3,330,407
1628,Needle_Passing_H004_capture2,G6,408,531
1629,Needle_Passing_H004_capture2,G5,532,682
1630,Needle_Passing_H004_capture2,G6,683,724
1631,Needle_Passing_H004_capture2,G4,725,820
1632,Needle_Passing_H004_capture2,G2,821,3480
1633,Needle_Passing_H005_capture1,G1,239,336
1634,Needle_Passing_H005_capture1,G5,337,518
1635,Needle_Passing_H005_capture1,G8,519,613
1636,Needle_Passing_H005_capture1,G2,614,893
1637,Needle_Passing_H005_capture1,G3,894,987
1638,Needle_Passing_H005_capture1,G6,988,1286
1639,Needle_Passing_H005_capture1,G4,1287,1378
1640,Needle_Passing_H005_capture1,G2,1379,1579
1641,Needle_Passing_H005_capture1,G3,1580,1685
1642,Needle_Passing_H005_capture1,G6,1686,1799
1643,Needle_Passing_H005_capture1,G4,1800,1881
1644,Needle_Passing_H005_capture1,G2,1882,2271
1645,Needle_Passing_H005_capture1,G3,2272,2354
1646,Needle_Passing_H005_capture1,G6,2355,2447
1647,Needle_Passing_H005_capture1,G4,2448,2513
